,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Temp,Wind Speed
42,Pangnirtung,22,CA,1647207437,93,66.1451,-65.7125,-23.87,4.47
43,Bluff,11,NZ,1647207438,75,-46.6,168.3333,59.81,4.34
44,Bitung,93,ID,1647207438,80,1.4451,125.1824,76.05,2.91
45,Beyneu,28,KZ,1647207439,79,45.3167,55.2,29.17,8.1
46,Shchebetovka,62,UA,1647207439,78,44.9333,35.15,30.36,5.55
47,East London,99,ZA,1647207439,90,-33.0153,27.9116,69.71,3.33
48,Petropavl,100,KZ,1647207440,89,54.8753,69.1628,8.01,10.58
49,Fort Nelson,75,CA,1647207440,60,58.8053,-122.7002,-0.81,0.0
50,Pueblo Nuevo,0,MX,1647207441,12,23.3833,-105.3833,69.03,8.41
51,Shenjiamen,53,CN,1647207441,97,29.9576,122.298,54.43,6.04
52,Bambous Virieux,40,MU,1647207441,89,-20.3428,57.7575,79.05,11.5
53,Brainerd,0,US,1647207442,44,46.358,-94.2008,35.62,9.22
54,Saskylakh,99,RU,1647207442,98,71.9167,114.0833,-13.95,4.03
55,Cadillac,100,US,1647207248,60,44.2519,-85.4012,35.8,14.97
56,Phek,91,IN,1647207443,58,25.6667,94.5,49.42,1.74
57,Otane,100,NZ,1647207443,86,-39.8833,176.6333,60.01,6.91
58,Qui Nhon,100,VN,1647207444,87,13.7667,109.2333,73.62,4.83
59,Hauterive,81,FR,1647207444,94,46.0901,3.4459,39.96,5.35
60,Santa Vitória do Palmar,8,BR,1647207444,75,-33.5189,-53.3681,62.71,7.4
61,Charters Towers,95,AU,1647207445,68,-20.1,146.2667,74.08,13.04
62,Saint Paul Harbor,100,US,1647207445,75,57.79,-152.4072,40.51,16.11
63,Bathsheba,40,BB,1647207445,65,13.2167,-59.5167,81.21,17.27
64,Asău,99,RO,1647207446,98,46.4333,26.4,31.28,1.7
65,Porosozero,100,RU,1647207446,98,62.7191,32.727,27.32,1.66
66,Port Augusta,99,AU,1647207446,31,-32.5,137.7667,78.39,8.5
67,Vardø,40,NO,1647207447,93,70.3705,31.1107,30.18,4.61
68,Eureka,96,US,1647207447,63,40.8021,-124.1637,57.18,5.99
69,Mataura,18,NZ,1647207447,64,-46.1927,168.8643,59.49,2.59
70,Berlevåg,0,NO,1647207447,86,70.8578,29.0864,35.6,14.97
71,Gazli,100,UZ,1647207448,45,40.1333,63.45,53.73,12.5
72,Mahébourg,40,MU,1647207448,89,-20.4081,57.7,79.09,11.5
73,Vaini,40,TO,1647207449,79,-21.2,-175.2,84.36,2.3
74,Leningradskiy,100,RU,1647207449,93,69.3833,178.4167,-3.93,8.14
75,Senovo,0,SI,1647207449,64,46.0236,15.4769,40.26,5.75
76,Saint-Philippe,83,RE,1647207449,88,-21.3585,55.7679,76.59,11.68
77,Kapaa,40,US,1647207351,68,22.0752,-159.319,82.38,9.22
78,Kaitangata,10,NZ,1647207450,69,-46.2817,169.8464,60.6,2.28
79,Shahr-e Bābak,26,IR,1647207450,34,30.1165,55.1186,57.88,1.34
80,Yellowknife,20,CA,1647207361,62,62.456,-114.3525,-0.58,12.66
81,Americus,0,US,1647207451,13,32.0724,-84.2327,59.13,0.0
82,Cidreira,100,BR,1647207451,90,-30.1811,-50.2056,68.68,13.73
83,Hobart,75,AU,1647207451,81,-42.8794,147.3294,62.46,9.22
84,Zhigansk,99,RU,1647207452,98,66.7697,123.3711,-19.79,12.21
85,Baião,85,BR,1647207452,89,-2.7906,-49.6717,76.51,2.39
86,Baruun-Urt,37,MN,1647207452,89,46.6806,113.2792,18.7,5.73
87,Kamaishi,100,JP,1647207453,97,39.2667,141.8833,44.35,11.34
88,Guayaramerín,85,BO,1647207453,95,-10.8368,-65.3614,76.55,3.4
89,Saint George,0,US,1647207249,15,37.1041,-113.5841,69.64,7.0
90,Barrow,0,US,1647207454,71,71.2906,-156.7887,-0.38,9.22
91,Abu Dhabi,0,AE,1647207433,72,24.4667,54.3667,77.11,0.0
92,El Rosario,4,MX,1647207454,22,24.2556,-107.1828,80.76,9.26
93,Hibbing,0,US,1647207454,46,47.4272,-92.9377,29.8,9.22
94,Hong Kong,57,HK,1647207187,90,22.2855,114.1577,72.32,6.31
95,Taoudenni,0,ML,1647207455,9,22.6783,-3.9836,77.79,6.29
96,Bredasdorp,100,ZA,1647207255,55,-34.5322,20.0403,60.12,10.36
97,Ilulissat,100,GL,1647207455,66,69.2167,-51.1,5.02,10.36
98,Saýat,68,TM,1647207456,49,38.7839,63.8803,51.67,8.48
99,Mandalgovi,53,MN,1647207456,59,45.7625,106.2708,26.92,10.65
100,Berdigestyakh,100,RU,1647207456,99,62.0989,126.6992,-5.33,3.31
101,Pevek,92,RU,1647207457,99,69.7008,170.3133,-14.35,5.14
102,Carnarvon,0,AU,1647207457,78,-24.8667,113.6333,73.47,10.36
103,Kirovskiy,98,RU,1647207457,97,45.0917,133.5136,22.71,1.36
104,Torbay,75,CA,1647207457,80,47.6666,-52.7314,29.75,35.68
105,Cherskiy,99,RU,1647207458,98,68.75,161.3,-13.85,3.67
106,Chui,2,UY,1647207458,72,-33.6971,-53.4616,62.64,7.05
107,São Filipe,4,CV,1647207458,68,14.8961,-24.4956,72.32,13.94
108,Bengkulu,100,ID,1647207459,90,-3.8004,102.2655,76.48,6.08
109,Kahului,20,US,1647207459,45,20.8947,-156.47,86.02,20.71
110,Yumen,15,CN,1647207459,33,40.2833,97.2,45.68,5.79
111,Oktyabr'skoye,84,RU,1647207460,92,43.0645,44.7417,19.54,2.24
112,Kenai,20,US,1647207197,64,60.5544,-151.2583,31.03,29.93
113,Pitiquito,0,MX,1647207460,9,30.7,-112.0833,80.64,13.22
114,Arraial do Cabo,0,BR,1647207346,78,-22.9661,-42.0278,80.56,13.8
115,Pahrump,34,US,1647207427,12,36.2083,-115.9839,71.26,3.0
116,Cayenne,100,GF,1647207461,1,4.9333,-52.3333,75.24,4.61
117,Asadābād,0,IR,1647207198,59,34.7824,48.1185,48.15,7.61
118,São João da Barra,2,BR,1647207461,86,-21.6403,-41.0511,82.49,13.2
119,Upernavik,56,GL,1647207461,100,72.7868,-56.1549,-14.04,11.21
120,Vestmannaeyjar,28,IS,1647207371,59,63.4427,-20.2734,40.51,14.27
121,Bethel,0,US,1647207263,47,41.3712,-73.414,34.16,10.36
122,Cabatuan,30,PH,1647207462,88,10.8794,122.486,76.28,5.7
123,Balkhash,79,KZ,1647207462,91,46.844,74.9804,33.58,9.37
124,Bonthe,97,SL,1647207462,89,7.5264,-12.505,78.28,7.25
125,Cieza,100,ES,1647207343,68,38.24,-1.4199,57.61,7.47
126,Ambositra,100,MG,1647207463,96,-20.5167,47.25,61.41,2.89
127,Kieta,13,PG,1647207463,68,-6.2167,155.6333,82.08,2.35
128,Urucará,100,BR,1647207464,92,-2.5364,-57.76,77.54,1.77
129,Dalby,36,AU,1647207464,62,-27.1833,151.2667,67.95,14.23
130,Lafiagi,16,NG,1647207464,35,8.8667,5.4167,87.84,4.94
131,Maţāy,0,EG,1647207464,50,28.419,30.7792,48.22,17.92
132,Airai,99,TL,1647207465,92,-8.9266,125.4092,60.08,2.35
133,Inhambane,0,MZ,1647207465,84,-23.865,35.3833,77.29,8.41
134,Tuktoyaktuk,40,CA,1647207465,77,69.4541,-133.0374,-11.2,8.05
135,Leh,1,IN,1647207466,56,34.1667,77.5833,10.76,3.76
136,La Ronge,100,CA,1647207466,52,55.1001,-105.2842,12.45,16.11
137,Butaritari,10,KI,1647207466,74,3.0707,172.7902,81.5,20.89
138,Esperance,36,AU,1647207467,92,-33.8667,121.9,64.24,11.03
139,Chokurdakh,100,RU,1647207467,93,70.6333,147.9167,-10.89,4.65
140,Orgtrud,100,RU,1647207467,95,56.1832,40.6149,31.53,8.95
141,Vilyaka,51,LV,1647207468,87,57.1846,27.6722,27.88,5.21
142,Laas,37,IT,1647207468,91,46.6166,10.7002,36.48,2.77
143,Shingū,91,JP,1647207468,90,33.7333,135.9833,61.5,5.91
144,Kalmunai,99,LK,1647207469,79,7.4167,81.8167,77.74,7.67
145,Port Lincoln,82,AU,1647207330,64,-34.7333,135.8667,70.84,6.96
146,Muş Province,100,TR,1647207469,96,39.0,41.75,17.13,3.74
147,Cabano,29,PH,1647207470,87,10.5869,122.7002,78.76,6.46
148,Gizo Government Station,65,SB,1647207470,68,-8.103,156.8419,83.32,6.49
149,Boa Vista,40,BR,1647207470,43,2.8197,-60.6733,91.38,9.22
150,Kamenka,94,RU,1647207471,99,51.3223,42.7678,7.5,7.9
151,Cabo San Lucas,0,MX,1647207300,46,22.8909,-109.9124,80.62,7.0
152,Bandarbeyla,62,SO,1647207471,75,9.4942,50.8122,77.07,12.77
153,Lebu,2,CL,1647207472,73,-37.6167,-73.65,60.8,21.72
154,Katsuura,100,JP,1647207472,83,35.1333,140.3,62.62,27.6
155,Cape Town,40,ZA,1647207443,59,-33.9258,18.4232,61.21,11.5
156,Aklavik,19,CA,1647207472,79,68.2191,-135.0107,0.01,11.95
157,Cowansville,100,CA,1647207291,52,45.2001,-72.7491,24.03,10.36
158,Guerrero Negro,1,MX,1647207473,50,27.9769,-114.0611,67.75,17.49
159,Qaanaaq,100,GL,1647207473,95,77.484,-69.3632,-9.29,3.2
160,Linxia Chengguanzhen,13,CN,1647207473,50,35.6003,103.2064,40.93,1.81
161,Phonhong,97,LA,1647207474,72,18.5007,102.4166,78.26,1.28
162,Saint-Leu,88,RE,1647207474,81,-21.15,55.2833,78.31,4.27
163,Pisco,20,PE,1647207285,57,-13.7,-76.2167,80.65,13.8
164,Kurchum,97,KZ,1647207475,95,48.5722,83.6542,30.27,5.99
165,Morros,95,BR,1647207475,68,-9.4467,-46.3003,78.26,1.66
166,Dunedin,3,NZ,1647207431,68,-45.8742,170.5036,61.81,4.0
167,Nikolskoye,95,RU,1647207475,99,59.7035,30.7861,28.8,1.81
168,Tasiilaq,100,GL,1647207476,80,65.6145,-37.6368,30.36,25.28
169,Ribeira Grande,20,PT,1647207476,66,38.5167,-28.7,54.0,4.61
170,Tokat,100,TR,1647207476,96,40.4167,36.5833,12.56,4.27
171,Oruzgan,27,AF,1647207477,45,32.8333,66.0,61.36,4.9
172,Castro,100,BR,1647207477,98,-24.7911,-50.0119,64.11,2.26
173,Belleville,100,CA,1647207471,83,44.1788,-77.3705,27.86,13.8
174,Huarmey,95,PE,1647207477,74,-10.0681,-78.1522,75.54,8.08
175,Tiznit Province,37,MA,1647207478,85,29.5833,-9.5,54.05,2.51
176,Palmer,20,US,1647207478,35,42.1584,-72.3287,34.97,16.11
177,Carballo,100,ES,1647207478,90,43.213,-8.691,45.91,2.42
178,Vao,26,NC,1647207479,79,-22.6667,167.4833,79.41,16.2
179,Khor,100,RU,1647207479,99,47.8861,134.9464,13.12,3.56
180,Alofi,11,NU,1647207480,74,-19.0595,-169.9187,84.09,6.91
181,Kormilovka,13,RU,1647207481,97,55.0026,74.1028,-3.64,8.28
182,Chongwe,71,ZM,1647207481,95,-15.3292,28.682,63.46,2.89
183,Olafsvik,28,IS,1647207481,65,64.8945,-23.7142,38.61,24.94
184,Eydhafushi,93,MV,1647207482,71,5.1033,73.0708,82.09,3.09
185,Sorong,83,ID,1647207482,86,-0.8833,131.25,80.28,8.23
186,Lar,0,IN,1647207482,38,26.2039,83.9717,66.43,3.36
187,Hithadhoo,97,MV,1647207483,71,-0.6,73.0833,82.94,6.71
188,Asbestos,79,CA,1647207197,81,45.7668,-71.9324,21.16,11.88
189,Padang,100,ID,1647207483,87,-0.9492,100.3543,77.7,3.58
190,Liverpool,20,GB,1647207484,81,53.4106,-2.9779,47.79,8.05
191,Kavaratti,23,IN,1647207484,75,10.5669,72.642,82.04,6.2
192,Yeniseysk,61,RU,1647207484,99,58.4497,92.1703,-20.13,1.97
193,Longyearbyen,0,SJ,1647207485,86,78.2186,15.6401,24.64,3.44
194,Karratha,3,AU,1647207485,68,-20.7377,116.8463,84.92,8.55
195,Hambantota,40,LK,1647207485,100,6.1241,81.1185,77.34,3.44
196,Cap Malheureux,62,MU,1647207486,84,-19.9842,57.6142,78.48,7.0
197,Baft,57,IR,1647207486,40,29.234,56.6057,54.28,2.44
198,Coquimbo,20,CL,1647207487,72,-29.9533,-71.3436,65.93,11.5
199,St-Jean-Port-Joli,99,CA,1647207487,77,47.2171,-70.2658,21.79,12.19
200,Paamiut,100,GL,1647207487,93,61.994,-49.6678,18.12,23.06
201,Antsohihy,100,MG,1647207488,91,-14.8796,47.9875,71.85,3.4
202,Talca,1,CL,1647207488,17,-35.4333,-71.6667,91.4,5.17
203,Nsanje,94,MW,1647207489,99,-16.92,35.262,71.42,2.35
204,Thaba-Tseka,65,LS,1647207489,81,-29.522,28.6084,56.1,3.58
205,Meulaboh,51,ID,1647207489,89,4.1363,96.1285,76.53,3.85
206,Paraíso,42,CR,1647207490,63,9.8383,-83.8656,74.88,6.31
207,Merauke,79,ID,1647207490,90,-8.4667,140.3333,79.05,9.75
208,Ixtapa,0,MX,1647207299,61,20.7,-105.2,76.23,11.5
209,North Bend,100,US,1647207490,91,43.4065,-124.2243,52.92,14.97
210,Bilma,0,NE,1647207491,10,18.6853,12.9164,68.79,10.31
211,Margate,100,GB,1647207491,90,51.3813,1.3862,47.3,1.01
212,Clyde River,100,CA,1647207491,69,70.4692,-68.5914,-16.37,10.36
213,Hasaki,100,JP,1647207492,75,35.7333,140.8333,64.8,23.42
214,Perelyub,100,RU,1647207492,98,51.8667,50.3667,1.78,6.67
215,Hofn,61,IS,1647207492,48,64.2539,-15.2082,35.98,10.02
216,Rio Grande,93,BR,1647207275,68,-32.035,-52.0986,71.71,6.35
217,Alwar,0,IN,1647207493,32,27.5667,76.6,73.63,3.13
218,Rizhao,100,CN,1647207493,92,35.4275,119.4553,48.58,3.33
219,Atuona,99,PF,1647207494,70,-9.8,-139.0333,78.87,14.41
220,Eldorado,100,BR,1647207494,94,-23.7869,-54.2836,70.79,3.4
221,Kutum,27,SD,1647207494,17,14.2,24.6667,67.86,11.34
222,Impfondo,80,CG,1647207495,85,1.6381,18.0667,72.19,2.28
223,Celestún,86,MX,1647207495,61,20.8667,-90.4,76.23,16.64
224,Hokitika,0,NZ,1647207496,54,-42.7167,170.9667,63.97,1.05
225,Zarubino,85,RU,1647207496,87,42.63,131.0922,32.22,7.99
226,Bushehr,75,IR,1647207265,73,28.9684,50.8385,69.89,9.22
227,Pacific Grove,0,US,1647207496,68,36.6177,-121.9166,67.39,7.0
228,Kudahuvadhoo,53,MV,1647207497,68,2.6708,72.8944,82.74,5.37
229,Acapulco de Juárez,0,MX,1647207289,73,16.8634,-99.8901,78.62,12.66
230,Damaturu,98,NG,1647207497,17,11.747,11.9608,76.64,9.48
231,Itarema,99,BR,1647207498,82,-2.9248,-39.9167,78.26,7.14
232,Comodoro Rivadavia,0,AR,1647207351,17,-45.8667,-67.5,80.46,18.41
233,Beringovskiy,13,RU,1647207498,86,63.05,179.3167,2.19,5.57
234,Nelson Bay,51,AU,1647207498,98,-32.7167,152.15,70.0,1.01
235,Nouadhibou,55,MR,1647207499,72,20.931,-17.0347,64.38,21.85
236,Tornio,99,FI,1647207499,98,65.8481,24.1466,15.82,4.29
237,Lodja,99,CD,1647207499,87,-3.4833,23.4333,70.68,0.94
238,Agadez,0,NE,1647207500,11,19.75,10.25,65.95,7.87
239,Inírida,100,CO,1647207500,93,3.8653,-67.9239,76.64,0.63
240,Rota,20,ES,1647207500,82,36.6224,-6.3586,59.22,4.61
241,Portland,100,US,1647207350,89,45.5234,-122.6762,52.84,14.97
242,Gorontalo,97,ID,1647207501,94,0.5412,123.0595,75.15,2.08
243,Mezen',97,RU,1647207501,95,65.8522,44.24,19.0,6.17
244,Dawlatabad,100,AF,1647207502,79,36.4141,64.9053,59.54,2.28
245,Salalah,0,OM,1647207502,73,17.0151,54.0924,75.29,1.14
246,Ahipara,14,NZ,1647207502,59,-35.1667,173.1667,71.8,3.85
247,Shubarshi,99,KZ,1647207503,97,48.5872,57.1869,5.49,2.44
248,Haines Junction,100,CA,1647207503,67,60.7522,-137.5108,10.35,3.44
249,Saint-Pierre,74,RE,1647207503,83,-21.3393,55.4781,78.91,9.22
250,Launceston,75,AU,1647207504,81,-41.45,147.1667,63.16,14.97
251,Māgadi,6,IN,1647207504,52,12.9667,77.2333,67.78,5.55
252,Juneau,100,US,1647207504,89,58.3019,-134.4197,35.98,8.05
253,Hoquiam,100,US,1647207296,91,46.9809,-123.8893,51.96,10.36
254,Tarko-Sale,47,RU,1647207505,99,64.9225,77.785,-7.06,7.11
255,Sechura,41,PE,1647207505,65,-5.5569,-80.8222,81.03,17.98
256,Vostok,98,RU,1647207505,98,46.4856,135.8833,16.65,1.34
257,Deputatsky,99,RU,1647207506,100,69.3,139.9,-21.87,2.35
258,Ponta do Sol,31,PT,1647207506,60,32.6667,-17.1,62.06,22.3
259,Carutapera,95,BR,1647207506,92,-1.195,-46.02,76.12,7.85
260,Puri,100,IN,1647207507,72,19.8,85.85,73.92,4.56
261,Lagoa,86,PT,1647207507,59,39.05,-27.9833,55.29,13.02
262,Constitución,9,CL,1647207507,67,-35.3333,-72.4167,66.83,8.01
263,Buchanan,69,LR,1647207508,86,5.8808,-10.0467,79.79,7.92
264,Goderich,100,CA,1647207289,80,43.7501,-81.7165,28.9,14.97
265,Tamale,96,GH,1647207508,26,9.4008,-0.8393,92.44,2.28
266,Huntington,100,US,1647207278,37,38.4193,-82.4452,48.54,10.36
267,Avera,0,US,1647207509,24,33.194,-82.5271,58.37,5.1
268,Guilin,93,CN,1647207509,87,25.2819,110.2864,66.31,1.21
269,Las Vegas,0,US,1647206911,13,36.175,-115.1372,72.03,5.75
270,Jalu,0,LY,1647207509,43,29.0331,21.5482,56.59,8.21
271,Kayes,7,ML,1647207510,9,14.0,-11.0,88.88,8.39
272,Isoka,97,ZM,1647207510,89,-10.1606,32.6335,61.18,3.56
273,Korla,74,CN,1647207511,35,41.7597,86.1469,51.69,9.93
274,Lavrentiya,1,RU,1647207511,71,65.5833,-171.0,9.05,4.07
275,Montepuez,100,MZ,1647207511,98,-13.1256,38.9997,69.64,3.62
276,Itacoatiara,99,BR,1647207512,92,-3.1431,-58.4442,78.19,1.99
277,Nuuk,75,GL,1647207512,85,64.1835,-51.7216,7.41,23.02
278,Abancay,92,PE,1647207512,83,-13.6339,-72.8814,62.49,6.4
279,Fianarantsoa,99,MG,1647207513,92,-21.4333,47.0833,61.93,7.25
280,Houma,0,US,1647207317,56,29.5958,-90.7195,60.01,5.75
281,Vila Franca do Campo,92,PT,1647207513,63,37.7167,-25.4333,56.19,16.13
282,Tuatapere,47,NZ,1647207513,70,-46.1333,167.6833,61.47,2.21
283,Fortuna,100,US,1647207514,60,40.5982,-124.1573,57.92,8.05
284,Jaguaribe,100,BR,1647207282,68,-5.8906,-38.6219,81.43,4.27
285,Mayo,40,US,1647207514,39,38.8876,-76.5119,44.4,10.36
286,Verkhnevilyuysk,100,RU,1647207514,99,63.4453,120.3167,-8.72,2.3
287,Harper,77,LR,1647207515,85,4.375,-7.7169,79.99,7.25
288,Tessalit,0,ML,1647207515,9,20.1986,1.0114,75.92,8.16
289,Ippy,91,CF,1647207515,52,6.2679,21.2247,79.52,3.27
290,Poum,74,NC,1647207516,78,-20.2333,164.0167,81.25,9.89
291,Coruripe,79,BR,1647207516,78,-10.1256,-36.1756,80.29,10.36
292,Cockburn Town,40,TC,1647207516,69,21.4612,-71.1419,80.56,11.5
293,Biltine,38,TD,1647207517,13,14.5333,20.9167,79.79,13.67
294,Roebourne,2,AU,1647207517,64,-20.7833,117.1333,84.96,8.03
295,Panan,46,PH,1647207517,76,15.2134,120.0272,78.33,4.09
296,Tōno,100,JP,1647207518,99,39.3167,141.5333,41.32,3.02
297,Yulara,70,AU,1647207518,28,-25.2406,130.9889,71.44,6.91
298,Udachny,99,RU,1647207518,100,66.4167,112.4,-29.29,2.35
299,Morant Bay,4,JM,1647207519,68,17.8815,-76.4093,88.72,12.68
300,Tūkrah,84,LY,1647207519,69,32.5341,20.5791,49.75,18.01
301,Fayaoué,47,NC,1647207519,75,-20.65,166.5333,82.0,7.05
302,Atbasar,100,KZ,1647207520,99,51.8,68.3333,3.34,3.51
303,Shelburne,100,CA,1647207520,85,44.0787,-80.2041,27.05,14.45
304,Broome,100,US,1647207520,55,42.2506,-75.833,29.46,16.11
305,Calbuco,40,CL,1647207521,74,-41.768,-73.1273,61.81,13.96
306,Iskateley,76,RU,1647207521,100,67.6803,53.1512,-3.48,4.27
307,Tadine,53,NC,1647207521,79,-21.55,167.8833,80.56,11.27
308,Sittwe,6,MM,1647207521,54,20.15,92.9,73.56,6.46
309,Adrar,0,MR,1647207522,12,20.5022,-10.0711,71.74,8.86
310,Nabire,99,ID,1647207522,91,-3.3667,135.4833,77.16,2.39
311,Māngrol,2,IN,1647207523,45,21.1167,70.1167,77.85,10.42
312,Fengrun,75,CN,1647207523,56,39.8333,118.1167,40.28,4.07
313,Seddon,100,AU,1647207523,94,-37.8068,144.8916,66.15,5.75
314,Tarabuco,95,BO,1647207524,75,-19.1667,-64.9167,49.12,5.82
315,Ţahţā,0,EG,1647207524,52,26.7693,31.5021,53.53,14.16
316,Khani,94,GE,1647207524,81,41.9563,42.9566,26.17,1.59
317,Bhaderwah,77,IN,1647207525,57,32.9784,75.7186,51.53,2.86
318,Umluj,67,SA,1647207525,57,25.0213,37.2685,66.51,13.2
319,Novaya Igirma,72,RU,1647207525,100,57.1334,103.9112,-24.74,1.59
320,Yeppoon,97,AU,1647207526,79,-23.1333,150.7333,69.58,15.55
321,Biankouma,76,CI,1647207526,67,7.7391,-7.6138,72.59,3.18
322,Acaraú,99,BR,1647207527,81,-2.8856,-40.12,78.8,7.85
323,Lamu,100,KE,1647207527,84,-2.2717,40.902,79.02,10.49
324,Chu,89,KZ,1647207527,85,43.5983,73.7614,45.99,3.49
325,Vestmanna,100,FO,1647207527,93,62.1564,-7.1664,41.92,10.36
326,Lethem,20,GY,1647207528,66,3.3803,-59.7968,87.85,13.8
327,Fukuechō,100,JP,1647207528,96,32.6881,128.8419,61.16,4.9
328,Souillac,40,MU,1647207529,89,-20.5167,57.5167,79.18,11.5
329,Nosy Varika,100,MG,1647207529,89,-20.5833,48.5333,74.8,3.51
330,Qinhuangdao,87,CN,1647207529,75,39.9317,119.5883,38.48,3.13
331,Jining,100,CN,1647207530,1,35.405,116.5814,57.0,7.18
332,Bam,88,IR,1647207530,25,29.106,58.357,74.7,9.26
333,Isangel,40,VU,1647207530,89,-19.55,169.2667,82.51,2.3
334,Sur,13,OM,1647207531,41,22.5667,59.5289,78.94,9.15
335,Sitka,100,US,1647207304,53,57.0531,-135.33,44.49,12.66
336,Talnakh,100,RU,1647207531,92,69.4865,88.3972,-7.8,7.45
337,Antalaha,100,MG,1647207531,79,-14.9003,50.2788,73.76,5.19
338,San Patricio,57,US,1647207532,61,28.017,-97.5169,69.75,13.47
339,Narsaq,100,GL,1647207532,57,60.9167,-46.05,26.82,30.65
340,Baykit,75,RU,1647207532,99,61.67,96.37,-19.12,2.71
341,Caravelas,100,BR,1647207533,81,-17.7125,-39.2481,78.24,4.99
342,Mount Isa,19,AU,1647207533,78,-20.7333,139.5,74.97,1.14
343,Kiryat Gat,93,IL,1647207533,100,31.61,34.7642,48.88,3.76
344,Āwash,5,ET,1647207534,34,8.9833,40.1667,73.18,1.1
345,Mareeba,97,AU,1647207534,93,-17.0,145.4333,74.44,4.18
346,Krasnoarmeysk,33,RU,1647207534,97,51.0239,45.6969,7.36,10.74
347,Provideniya,0,RU,1647207535,45,64.3833,-173.3,21.36,15.99
348,Agutaya,36,PH,1647207535,87,11.148,120.9417,80.35,11.07
349,Grindavik,40,IS,1647207375,80,63.8424,-22.4338,36.07,14.97
350,Pimentel,0,PE,1647207535,51,-6.8367,-79.9342,84.49,16.11
351,Tarpon Springs,0,US,1647207455,49,28.1461,-82.7568,70.25,6.91
352,Mayya,100,RU,1647207536,100,61.7333,130.2811,-11.88,2.13
353,Tacuarembó,40,UY,1647207536,61,-31.7333,-55.9833,64.49,3.38
354,Pedro II,100,BR,1647207537,93,-4.4247,-41.4586,69.89,3.15
355,Severo-Kuril'sk,97,RU,1647207537,83,50.6789,156.125,30.29,4.65
356,Mehamn,0,NO,1647207537,80,71.0357,27.8492,35.55,13.8
357,Lompoc,0,US,1647207537,73,34.6391,-120.4579,77.56,21.99
